collision_index,vehicle_reference,casualty_reference,casualty_class,sex_of_casualty,age_of_casualty,age_band_of_casualty,casualty_severity,casualty_type
2020461012081,1,1,1,2,64,9,3,9
202060Y031123,1,1,1,1,51,8,2,9
2020990948639,3,1,1,1,35,6,3,9
2021010303934,1,2,2,2,36,7,3,9
2021041105754,1,1,2,1,54,8,2,9
2021061110391,1,1,1,1,29,6,3,9
2021141124868,3,2,2,2,49,8,3,9
2022010391684,1,1,1,2,28,6,3,9
2022122200707,1,1,1,2,43,7,3,9
2022311135223,1,1,1,1,49,8,3,9
2023311334177,2,2,2,2,30,6,3,9
2021041079420,2,1,1,1,22,5,3,19
2024070819559,1,1,1,2,53,8,3,9
2020302001537,1,1,1,1,30,6,3,9
2020440202913,3,2,2,1,57,9,2,9
2020450970125,1,4,1,1,41,7,3,9
2021501107389,2,1,2,2,43,7,3,9
2022351213570,1,1,1,1,76,11,2,9
2023010459618,2,4,2,2,47,8,3,9
2023141328649,2,1,1,1,43,7,3,9
2021351100727,1,1,3,2,22,5,2,0
2022430404159,1,1,3,1,41,7,3,0
2023340NN3222,1,1,3,2,30,6,3,0
2024010492127,1,1,3,2,75,10,3,0
2024010531296,1,1,3,2,60,9,3,0
2023471293438,2,1,1,1,53,8,2,1
2022320621314,1,1,1,1,17,4,3,3
2022451185242,2,1,1,1,18,4,3,3
2024451451955,1,1,1,1,26,6,3,3
2021421032680,2,2,1,1,46,8,3,5
2020220940221,1,1,1,2,30,6,3,9
2020461009426,2,1,1,2,55,8,3,9
2020622000473,2,3,2,1,1,1,3,9
2021351122194,3,3,1,1,30,6,3,9
2021411128084,1,3,2,1,17,4,2,9
2021440494701,1,2,2,2,61,9,2,9
2021451017766,1,1,1,1,23,5,3,9
2021552200049,1,1,2,2,18,4,2,9
2021991125539,2,1,1,2,25,5,2,9
2022231146121,1,1,1,1,46,8,2,9
2022411211316,1,1,1,1,65,9,2,9
2022544563922,2,1,1,2,64,9,3,9
2023371305596,1,1,1,1,28,6,3,9
2023501280753,1,1,1,1,30,6,3,9
202354C584723,1,1,1,2,32,6,3,9
2024451408773,2,1,1,2,46,8,3,9
2021070239627,1,1,3,2,73,10,2,0
2023061388610,1,1,3,1,11,3,3,0
2024010508687,1,1,3,2,40,7,3,0
2021010298547,2,1,1,1,27,6,3,1
2021201080332,2,1,1,2,29,6,3,1
2022010399529,2,1,1,1,29,6,3,1
2021070442506,1,1,1,1,18,4,3,2
2020010274007,1,1,1,1,37,7,3,3
2023041295150,1,1,1,1,51,8,3,3
2023061284063,2,1,1,1,38,7,2,5
2020140918140,2,1,2,2,8,2,3,9
2021451056950,1,2,2,1,15,3,3,9
2022010377190,1,1,1,2,43,7,3,9
2022471138894,2,1,1,2,23,5,3,9
2023351315380,3,2,1,2,26,6,3,9
2024340WN2082,1,1,1,1,33,6,3,9
2023552300614,2,3,2,2,8,2,3,11
2022131208535,3,2,1,1,18,4,3,19
2023320398775,1,2,1,1,29,6,3,20
2020410936984,1,1,1,1,60,9,3,21
20201377P1955,2,1,1,1,11,3,3,1
2023201389888,2,1,1,1,66,10,3,1
2024351451925,2,1,1,2,26,6,3,1
20201378H1766,1,1,1,1,29,6,3,3
2022010405584,2,1,1,1,35,6,2,3
2023010461170,1,1,1,-1,24,5,3,3
2024430555926,2,1,1,1,50,8,2,3
2022122201113,2,1,1,1,17,4,3,2
2021421102316,1,1,3,2,13,3,2,0
2022201229380,1,1,3,1,34,6,3,0
2024211430401,1,1,3,1,16,4,3,0
2020420986826,1,1,1,1,65,9,1,8
2021061035061,1,1,3,1,15,3,3,0
2022052202824,1,1,3,1,9,2,3,0
2023141326674,1,1,3,1,45,7,2,0
2020200948876,2,1,1,1,25,5,2,1
2024231462654,1,1,1,1,63,9,2,5
2023302400007,1,1,2,2,65,9,3,8
2021201023532,2,2,1,1,44,7,3,9
2021302101916,2,2,2,1,19,4,3,9
2021351130083,2,2,2,2,22,5,3,9
2022010402026,1,1,1,2,70,10,2,9
2022131165873,1,1,1,1,72,10,3,9
202354B092823,3,2,1,1,56,9,3,9
2023052301917,2,2,2,2,61,9,3,11
2024522402037,2,3,2,2,40,7,3,11
2021010307335,1,1,1,2,28,6,3,9
2021010318096,1,1,1,1,28,6,3,9
2021421029001,2,3,2,2,50,8,3,9
2021471082558,2,1,1,2,69,10,3,9
2022010388710,2,3,2,2,36,7,3,9
202234NNC6072,2,1,1,1,85,11,3,9
2022461236493,1,4,2,2,55,8,2,9
2022461260093,1,1,1,2,29,6,3,9
2022544562322,1,1,1,2,18,4,3,9
2023010424126,2,2,1,1,37,7,3,9
2023201384309,2,2,2,1,70,10,3,9
2024070034701,2,1,1,1,25,5,3,9
2024302500210,2,1,1,2,50,8,3,20
2020100981518,2,2,1,1,61,9,3,9
2020200966695,1,1,1,1,42,7,2,9
2020541052320,1,1,1,1,24,5,3,9
2020990915480,1,1,1,1,17,4,3,9
2021010307947,1,1,1,1,25,5,3,9
2021061096366,1,1,1,2,34,6,3,9
2021141037439,2,1,1,1,60,9,3,9
2021361048345,3,3,1,1,54,8,3,9
2021401176791,2,2,1,1,52,8,3,9
2021430035208,1,1,1,2,34,6,3,9
2021471055321,1,1,1,2,56,9,2,9
2022010392767,1,1,1,2,56,9,3,9
2022131163389,1,1,1,1,21,5,3,9
2022161156307,1,1,1,1,17,4,1,9
2022201257901,2,2,1,2,36,7,3,9
2022501225655,1,1,1,2,17,4,2,9
2022552300271,1,1,1,2,21,5,3,9
2023141268145,1,1,1,2,27,6,3,9
2023141367827,1,1,1,1,29,6,3,9
2023161324895,4,1,1,2,80,11,3,9
2023361349111,2,1,1,2,65,9,3,9
2023421386180,1,3,2,2,20,4,3,9
2023501349710,1,1,1,1,18,4,2,9
2024371514133,2,1,1,1,42,7,3,9
2023010440262,2,1,1,1,27,6,3,-1
202006E271687,1,1,3,2,51,8,3,0
2020140935762,1,1,3,2,39,7,3,0
2021201126114,1,1,3,2,67,10,2,0
2022131135306,1,1,3,1,18,4,3,0
2023101344997,1,1,3,2,36,7,2,0
2020100975965,2,1,1,1,38,7,2,1
2023461354910,1,1,1,1,17,4,3,1
202006M167546,2,1,1,1,61,9,3,8
2021010311588,2,1,1,1,33,6,3,19
2021361031508,1,1,1,1,51,8,3,19
2024471410310,2,2,1,1,24,5,3,19
2024041418618,1,1,1,1,36,7,3,9
2024061480097,2,1,1,2,40,7,3,9
2024461545412,2,4,2,1,14,3,3,9
2024522401446,1,1,1,2,38,7,2,9
2024522500533,1,1,1,1,25,5,3,9
2020052001806,2,1,2,2,39,7,3,9
2020201002584,1,1,1,1,24,5,3,9
2020401007632,1,1,1,2,61,9,3,9
2021131037833,1,1,1,2,43,7,3,9
2021201060611,1,1,1,2,30,6,3,9
2021211034071,2,1,1,1,32,6,3,9
2021991126894,2,1,1,1,59,9,3,9
2022320563664,3,1,2,2,21,5,3,9
2022451199546,3,5,2,1,54,8,3,9
202163D084721,7,2,1,1,75,10,3,1
2020122000870,1,1,1,1,53,8,3,9
2020471005655,2,1,1,2,17,4,2,9
2022010417043,1,2,2,2,67,10,3,9
2022471253485,612,1,1,1,67,10,3,9
2023101312640,2,1,1,1,44,7,3,9
2023320251995,2,1,1,1,64,9,3,9
2023430053927,1,1,1,1,33,6,3,9
2023544760123,1,1,1,2,42,7,3,9
2024010531269,2,2,1,1,32,6,3,9
2024061462761,1,2,1,1,22,5,2,9
2024340WN0982,2,2,2,2,20,4,3,9
2024411504453,2,3,2,2,31,6,3,9
2024461492737,1,2,1,2,54,8,2,9
2020230991338,1,1,1,1,40,7,3,19
2023170L10873,2,2,1,1,39,7,3,19
2022440167044,1,1,1,1,54,8,3,21
2024010501770,1,1,1,1,32,6,3,3
2022010366566,1,1,1,1,40,7,3,4
2023302301292,1,1,1,1,67,10,3,5
2020200991540,1,1,3,1,11,3,2,0
2022131149897,1,1,3,2,36,7,3,0
2023471305478,1,1,3,2,12,3,3,0
2020010249760,1,1,1,1,24,5,3,8
2023401275577,2,1,1,1,44,7,3,19
2021010301433,1,1,2,1,73,10,2,11
2024340NN9032,1,1,1,1,43,7,1,9
2020421012223,1,1,1,1,49,8,3,9
2020460987262,1,1,1,2,18,4,3,9
2021101111228,2,1,1,1,29,6,3,9
2021131077999,1,1,1,2,36,7,3,9
2021211084427,2,3,2,2,31,6,3,9
2021520104737,2,2,1,2,53,8,3,9
2023471329499,3,1,1,1,28,6,3,9
2023991367080,2,3,2,1,41,7,3,9
2021161084285,2,1,1,1,65,9,3,1
2023461316618,2,1,1,1,21,5,2,3
2020460952120,2,1,1,1,61,9,3,5
2022311203647,1,1,3,2,26,6,3,0
2023991309824,1,1,3,1,24,5,3,0
2020430292724,1,1,3,2,12,3,3,0
2021552200200,1,1,3,1,46,8,3,0
2022010370534,1,1,3,1,42,7,2,0
2022141180658,1,1,3,1,16,4,3,0
2022332200968,1,1,3,2,33,6,3,0
2024041405461,1,1,3,1,14,3,3,0
2024061530239,1,1,3,1,12,3,2,0
2020461012660,2,1,1,1,50,8,3,1
2023010476442,1,1,1,2,50,8,3,1
2024010508666,1,1,1,1,31,6,3,1
2022501248297,2,1,1,1,20,4,3,3
2021440375312,2,1,1,1,57,9,3,4
2020220948192,1,1,1,1,61,9,2,5
2021041024500,2,3,1,2,29,6,3,9
2021131102797,2,1,1,1,29,6,3,9
2021170S11561,1,1,1,1,19,4,3,9
2021991096610,2,1,1,1,65,9,3,9
2022041145048,1,1,2,1,26,6,3,9
2022070271982,1,1,1,2,31,6,3,9
2022520203609,1,1,1,2,30,6,3,9
2023302300917,2,1,1,2,51,8,3,9
2023371328281,1,1,1,2,36,7,3,9
2023411273725,2,1,1,1,25,5,3,9
2024031467615,2,1,2,1,28,6,3,9
2024141449912,1,1,1,1,46,8,3,9
2023131293710,1,1,2,2,46,8,3,11
2024010500012,1,2,2,2,64,9,3,11
2024401477242,1,1,1,1,62,9,3,20
2020100973123,1,1,3,2,48,8,3,0
2021061132621,1,1,3,1,16,4,2,0
2022201152055,1,1,3,1,56,9,3,0
2023131325424,1,1,3,2,39,7,3,0
2021061028788,2,1,1,1,29,6,3,1
2023430246301,1,1,1,1,33,6,3,1
2021010300651,1,1,1,1,24,5,3,2
2023201459038,2,1,1,1,24,5,3,4
2020010242078,2,1,2,1,27,6,3,9
2020010266093,2,1,1,1,29,6,3,9
2020340C00602,2,2,2,1,29,6,3,9
2022070783251,2,4,2,2,31,6,3,9
2022351253937,1,1,1,1,33,6,3,9
2022520300272,1,4,2,2,15,3,3,9
2022531241740,1,1,1,1,89,11,2,9
202263A014522,1,4,2,1,10,2,3,9
2024320108773,2,1,1,1,74,10,3,9
2024320352969,1,2,2,1,22,5,3,9
2024421439984,1,1,1,1,78,11,2,9
2022201151314,1,1,1,1,57,9,3,19
2020052000379,1,1,3,1,55,8,3,0
2022471246991,1,1,3,1,18,4,3,0
2024201521681,1,1,3,1,65,9,2,0
202031C104220,1,1,1,1,10,2,3,1
2022041218290,2,1,1,1,34,6,3,1
2024010492403,2,1,1,1,53,8,2,1
2020010252772,2,1,1,1,20,4,3,3
2021101051267,2,1,1,1,51,8,3,3
2021451085008,2,1,1,1,17,4,2,3
2020040979803,2,2,1,2,30,6,3,9
2020122000308,1,1,1,2,20,4,3,9
2020160975184,2,1,1,1,27,6,3,9
2021010299251,1,1,1,1,24,5,3,9
2021061109557,1,1,1,1,32,6,3,9
2021101034455,3,1,1,2,26,6,3,9
2021161037488,1,1,1,2,36,7,2,9
2021201125614,2,1,1,2,51,8,3,9
2022461223437,2,1,1,2,29,6,3,9
2022991147267,2,2,1,1,39,7,3,9
2023111362081,1,1,2,1,27,6,2,9
2023461348438,1,1,1,2,75,10,3,9
2024361548221,3,2,2,2,40,7,3,9
2024461439159,1,2,2,2,19,4,3,9
2020522004606,1,1,3,2,33,6,3,0
2022010411363,1,1,3,2,27,6,3,0
2023141260887,1,1,3,1,14,3,3,0
2020137280692,2,1,1,1,47,8,2,1
2020410983604,2,2,1,2,60,9,2,1
2022041318575,3,1,1,1,15,3,3,1
2020040990886,2,1,1,1,27,6,3,3
2024010524641,1,1,1,1,32,6,3,3
2024501500629,1,1,1,1,34,6,3,3
2020460973977,3,1,1,1,37,7,3,5
202131D034421,2,1,1,1,56,9,2,5
2020302001631,1,1,1,1,37,7,3,9
2020360955098,2,1,1,2,32,6,3,9
2021451108932,6,5,1,2,37,7,3,9
2021622200058,1,2,2,2,27,6,3,9
2022111167147,2,1,2,1,25,5,3,9
2022131239597,2,1,1,2,33,6,3,9
2022221140115,2,2,2,2,14,3,3,9
202260B008863,2,1,1,1,30,6,3,9
2023440119271,1,1,1,1,53,8,3,9
2023461365793,2,2,2,1,8,2,3,9
2023471263559,1,3,2,1,12,3,3,9
2024061447169,2,1,1,1,69,10,3,9
2024401528351,2,1,1,2,28,6,3,9
2024471507712,3,3,2,2,62,9,3,9
2020622000490,1,1,1,1,74,10,2,19
2023211353718,1,1,3,1,3,1,3,0
2024010544937,1,1,3,2,61,9,2,0
2020010251982,2,1,1,2,36,7,3,1
2020350930811,2,1,1,2,39,7,3,1
2022010399570,1,1,1,2,30,6,3,1
2024131529337,2,1,1,2,22,5,3,1
2022302200673,1,1,1,1,39,7,2,2
2022141133165,1,1,1,1,17,4,3,3
2022401162700,1,2,2,2,24,5,3,3
2022471199600,1,1,1,1,30,6,3,4
2020990940033,1,1,2,2,62,9,3,8
2022430463018,3,1,1,1,56,9,3,9
2023201303356,1,4,2,1,27,6,2,9
2023430301892,2,1,1,1,47,8,3,9
202460Q021506,1,1,1,1,33,6,3,9
2024101436013,2,1,1,2,45,7,3,9
2020461003188,3,4,2,2,61,9,2,9
2021170M10951,2,1,1,2,56,9,3,9
2021451073737,1,4,1,1,84,11,3,9
2022461184542,2,1,1,1,42,7,3,9
2023461362171,2,4,2,2,38,7,3,9
2023991389860,2,1,1,2,74,10,3,9
2021411143681,1,1,3,1,34,6,2,0
2024440306388,1,1,3,2,37,7,3,0
2020160973837,2,1,1,1,30,6,3,1
2023471347597,2,1,1,1,24,5,3,1
2021220210031,1,1,1,1,30,6,3,5
2021332100897,2,1,2,1,47,8,2,8
2020440186602,1,1,1,1,26,6,2,9
2021201092022,1,1,1,2,42,7,3,9
2021311108718,2,2,1,1,27,6,3,9
202131C075421,2,1,1,2,23,5,3,9
2021421062493,1,1,2,1,9,2,3,9
2021440013526,2,2,1,2,43,7,3,9
2022451135701,1,1,1,1,48,8,3,9
2023031354873,1,1,2,1,3,1,3,9
2023041356258,1,1,2,2,63,9,3,9
2023231306459,2,3,2,2,73,10,3,9
2023311320405,2,1,1,1,63,9,3,9
2023421371443,2,1,1,1,32,6,3,9
2024131452003,2,1,1,1,45,7,3,9
2024340WN6642,2,1,1,2,36,7,3,9
2024501529498,1,1,2,1,16,4,3,9
2020500996137,2,2,1,1,50,8,3,19
2024332400545,1,1,3,2,10,2,3,0
2024991402716,1,1,3,2,49,8,2,0
2024010487161,2,1,1,1,63,9,2,1
2024531409694,2,1,1,1,62,9,2,1
2023010457072,1,1,1,1,28,6,3,3
2024010493258,1,1,1,1,29,6,3,3
2023010450570,1,1,1,2,27,6,3,4
2020470925840,2,1,1,2,22,5,3,9
2020522004114,1,1,1,1,40,7,3,9
202063C043420,1,2,1,2,71,10,3,9
2021010290974,2,1,1,2,23,5,3,9
2021101104564,1,2,1,2,23,5,3,9
2022991221179,1,1,1,1,77,11,3,9
2023010467897,2,1,1,2,43,7,3,9
2023131341469,2,1,2,2,75,10,3,9
2023131381570,1,2,2,1,20,4,3,9
2023451351389,1,1,2,1,56,9,3,9
2024131523700,2,2,1,2,67,10,3,9
2024471448439,2,1,1,1,61,9,3,9
2024471491699,1,1,1,1,36,7,3,9
2024546697124,2,1,1,1,60,9,3,9
2023451314461,1,1,2,2,31,6,3,11
2021122100783,2,1,1,1,41,7,3,19
2020470962804,1,1,3,1,10,2,3,0
2023010441298,1,1,3,1,69,10,3,0
2022010405291,2,1,1,2,39,7,2,1
2023010467344,1,1,1,1,32,6,3,3
2021522104200,1,1,1,1,42,7,3,4
2022311184378,1,1,1,1,33,6,2,4
2022361228703,2,1,1,1,58,9,2,4
2022010400964,4,1,1,1,53,8,2,5
2021161110843,1,1,1,1,76,11,3,9
2021170L10031,1,2,2,2,80,11,1,9
2021531088889,1,1,1,1,58,9,3,9
2022010361552,1,1,1,2,24,5,3,9
2022010403695,2,1,1,1,27,6,3,9
2022451233623,1,1,2,1,11,3,3,9
2023430032159,5,8,1,1,47,8,3,9
2023461377866,4,3,1,2,28,6,3,9
2024041429383,2,1,1,2,60,9,3,9
2024231419695,1,1,1,2,21,5,3,9
2024501516936,1,1,1,1,55,8,3,9
2020160977368,2,1,2,1,26,6,3,19
2024122400899,1,1,1,1,40,7,3,19
2022131241468,1,1,3,1,67,10,3,0
2022421218063,1,1,3,2,11,3,2,0
2021302101258,2,1,1,1,32,6,2,1
2023991304601,1,1,1,1,59,9,2,1
202031C170720,1,1,1,1,48,8,3,9
2020430052983,2,2,1,1,23,5,3,9
202160Z098911,1,3,2,2,70,10,3,9
2022351280931,2,1,1,2,64,9,2,9
2023122300448,1,1,1,1,81,11,3,9
2023302301215,2,1,1,2,53,8,2,9
2023610051523,1,2,2,2,18,4,3,9
2024631406955,2,4,2,2,59,9,3,9
202031D042220,1,1,3,2,24,5,3,0
2020552100025,1,1,3,1,52,8,2,0
2022061185274,1,1,3,2,45,7,3,0
2021552100430,2,1,1,1,12,3,2,1
2022010387725,2,1,1,1,55,8,2,1
2024141488730,2,1,1,1,23,5,2,1
2023411322762,2,1,1,1,38,7,2,3
2024361519173,1,1,1,1,32,6,3,3
2023010429415,1,1,1,1,51,8,3,4
2024010549872,1,1,1,1,19,4,3,4
2024070734118,2,1,2,1,40,7,3,5
2020440436968,2,2,1,1,48,8,2,9
2021421059438,1,1,2,2,59,9,3,9
2022010392573,1,1,1,2,25,5,3,9
2022311169348,1,1,1,2,53,8,3,9
2022421262492,2,1,1,2,21,5,3,9
2023010447251,1,1,1,1,33,6,3,9
2023311260801,1,1,1,1,79,11,3,9
2023311279829,2,2,2,2,19,4,3,9
2023451312315,3,1,2,2,38,7,2,9
2024440444475,1,1,2,2,60,9,3,9
2024131415970,2,3,2,2,38,7,3,11
2024010545651,1,1,1,2,23,5,3,9
2024131416416,3,1,1,1,53,8,3,9
2024131526886,2,1,1,1,58,9,3,9
2024302401228,1,1,2,2,9,2,3,9
2024401495451,3,2,1,2,62,9,3,9
2020010236616,2,1,1,1,28,6,3,9
2020010251150,1,1,1,2,19,4,3,9
2020040929587,3,2,1,1,52,8,3,9
2020440008731,1,1,1,1,59,9,3,9
2021361066639,1,1,1,1,50,8,3,9
2021461057782,2,4,2,2,20,4,3,9
2022010406194,1,1,1,2,60,9,3,9
2022052200449,2,2,2,2,59,9,3,9
2023231349497,1,1,1,1,29,6,3,9
2023401300644,1,1,1,1,43,7,3,9
2023461346685,1,2,2,1,22,5,3,9
2020990937410,1,1,3,1,77,11,3,0
2021052102471,1,1,3,2,13,3,2,0
2022101188092,1,1,3,1,9,2,3,0
2022221134958,1,2,3,1,28,6,3,0
2022421139468,1,1,3,2,21,5,2,0
2023332300522,2,1,1,1,44,7,2,1
2020010285449,1,1,1,1,25,5,3,3
2021010309617,1,1,1,1,44,7,3,8
20201371H1474,3,2,1,1,26,6,3,9
2020450958585,2,1,2,2,1,1,3,9
2021061043074,1,1,2,2,6,2,3,9
2021421115153,1,1,2,2,38,7,2,9
2023991340879,1,3,2,1,22,5,3,9
2024131525965,2,1,1,1,30,6,3,9
2024161398278,1,1,1,2,76,11,3,9
2024351515661,2,1,2,2,53,8,3,9
2023201343108,1,6,2,2,69,10,3,11
2022622200558,2,2,1,1,26,6,3,20
202006M168097,1,1,3,1,16,4,3,0
2021211022399,1,1,3,1,66,10,3,0
2024131415940,1,1,3,2,22,5,3,0
2024430205655,1,1,3,2,73,10,3,0
2020041006415,2,2,2,2,32,6,3,9
2020140984502,1,1,1,1,23,5,3,9
2021041031009,2,1,1,2,59,9,2,9
2021531126251,2,3,2,2,80,11,3,9
2022010354498,1,1,1,1,42,7,3,9
2022170H10572,1,1,1,2,24,5,3,9
2022201268241,2,2,1,1,45,7,3,9
2022221177917,2,2,1,1,68,10,3,9
2022552200737,2,2,2,1,17,4,3,9
2022552201318,1,1,1,2,79,11,3,9
2023010455154,1,1,1,2,29,6,3,9
2024052401632,2,1,1,1,56,9,3,9
2024052402013,2,1,1,1,49,8,2,9
2024221424481,2,1,1,2,26,6,3,9
2024520402686,2,2,1,2,82,11,3,9
2024522403015,2,2,2,2,16,4,3,9
2024552400993,1,1,1,2,61,9,3,9
2022351148657,1,1,3,2,76,11,2,0
2024622500016,1,1,3,1,11,3,3,0
2020200953698,2,1,1,2,51,8,3,1
2021010306009,1,1,1,1,24,5,3,1
2021440378380,1,1,1,2,38,7,2,1
2024351491014,2,1,1,1,20,4,3,1
2021061053616,1,1,1,1,50,8,3,5
2020140941986,1,1,1,1,39,7,3,9
2021138451410,3,3,1,1,24,5,3,9
2021421028551,1,1,1,1,45,7,3,9
2021421109713,1,2,2,2,19,4,3,9
2022010369705,1,1,1,1,33,6,3,9
2022440117168,2,1,1,1,32,6,3,9
2022451144309,2,1,1,2,24,5,3,9
2022622200176,1,1,1,1,19,4,3,9
2023070604868,2,2,2,1,31,6,3,9
2023461380227,2,1,1,2,38,7,3,9
2023471322883,1,1,1,1,23,5,3,9
2023471393619,2,1,1,2,27,6,3,9
2023501268588,2,2,1,1,34,6,3,9
2024010546823,1,2,2,1,16,4,3,9
2024031495043,1,1,1,1,33,6,2,9
2024461483597,2,1,1,2,57,9,2,9
2023010420573,1,1,1,1,23,5,3,23
2021070741430,1,1,3,2,20,4,3,0
2021161128057,1,1,3,1,16,4,3,0
2021991068468,1,1,3,2,65,9,3,0
2024421406679,1,1,3,1,71,10,3,0
2022231208548,2,1,1,2,49,8,3,1
2024010490364,2,1,1,2,50,8,3,1
2020010266200,2,1,1,1,18,4,3,3
2023501344053,1,1,2,1,35,6,3,8
2020220921778,1,1,1,1,34,6,3,9
2021010299273,1,1,1,2,29,6,3,9
2021122101348,2,4,2,2,85,11,3,9
2021421092513,2,1,2,2,83,11,2,9
2022101186305,2,1,1,2,44,7,3,9
2022101245436,3,3,1,1,21,5,3,9
2022122200378,1,1,2,2,6,2,2,9
2022440514096,1,1,1,1,82,11,3,9
2023122300787,1,1,1,-1,51,8,3,9
2024010512145,2,2,1,2,37,7,3,9
2024122401195,2,2,2,2,84,11,2,9
2024131524726,2,1,1,1,19,4,2,9
2024421517168,1,1,1,2,55,8,2,9
2020201002744,2,2,1,1,35,6,3,19
2021052102156,1,1,3,1,24,5,3,0
202131A185121,1,1,3,1,7,2,3,0
2020201020409,2,1,1,1,38,7,3,1
2021440222487,1,1,1,1,20,4,3,1
2022052202334,2,1,1,1,56,9,3,1
2024010513351,1,1,1,2,23,5,3,1
2020010253022,2,1,1,1,24,5,3,2
2023010445816,2,1,1,1,33,6,3,3
202263D064222,1,1,1,1,26,6,2,4
2023221298904,2,1,1,1,31,6,1,4
2020010267660,3,3,1,1,47,8,2,9
2020200972421,1,1,2,2,16,4,3,9
2020440389437,1,1,1,1,50,8,3,9
2022501268374,2,2,1,2,18,4,3,9
2023041366244,2,2,1,2,66,10,3,9
2023101298239,2,1,1,2,36,7,3,9
2023201400501,2,3,2,1,60,9,2,9
2023340WN4712,2,3,2,1,30,6,3,9
2024070197842,1,1,1,2,84,11,3,9
2024101406655,2,2,2,2,63,9,3,9
2024421433894,1,1,2,2,7,2,3,9
2024010551851,2,4,1,1,53,8,3,11
2023161262234,1,1,1,1,50,8,3,21
202131C097421,1,1,1,2,26,6,3,90
2020410936454,1,1,3,1,85,11,3,0
2021101088101,1,1,3,1,54,8,3,0
2021302100819,1,1,3,2,4,1,2,0
2020360973864,2,1,1,1,29,6,3,1
2023522324592,2,1,1,2,49,8,3,1
2024552400277,2,1,1,1,39,7,2,1
2021010321574,2,1,1,2,29,6,3,2
2020010287074,3,1,1,1,20,4,2,3
2024421440477,1,1,1,1,33,6,3,3
2024622400313,1,1,1,1,57,9,3,4
2021111059007,1,1,1,1,27,6,1,5
2020100967058,2,4,2,1,15,3,3,9
2020451008490,1,1,1,1,79,11,2,9
2021010328530,1,1,1,1,42,7,3,9
2021131062517,2,1,1,2,31,6,3,9
2021211067297,2,1,1,2,42,7,3,9
2021332100836,1,3,2,2,13,3,3,9
2022451177329,2,1,1,1,50,8,3,9
202263B053822,1,1,1,1,79,11,3,9
2023010432625,1,3,2,2,11,3,3,9
2023031369124,1,1,1,2,18,4,3,9
2023122301050,1,3,2,1,39,7,3,9
2023221341206,1,1,1,2,54,8,3,9
2023302300582,1,1,1,1,61,9,3,9
2024141555071,1,1,1,1,64,9,3,9
2023010436168,2,1,2,2,50,8,3,11
2022041193574,2,2,1,1,45,7,3,19
2020230940546,1,1,3,1,82,11,2,0
2024010544492,1,1,3,1,16,4,3,0
2020340E04382,2,1,1,1,32,6,3,1
2021201065728,2,1,1,1,28,6,3,1
2021430028128,2,1,1,1,65,9,2,1
2021430220422,1,1,1,1,14,3,3,1
2022010383821,1,1,1,1,29,6,3,3
2023302300861,2,22,1,1,18,4,3,3
2024451394853,1,1,1,1,34,6,3,3
2022010402711,2,2,1,1,31,6,3,4
2020122000930,2,1,1,2,58,9,2,9
2020400935791,1,2,1,2,18,4,3,9
2021010319465,1,2,2,1,20,4,3,9
2021430575988,1,1,1,2,25,5,3,9
2021451110394,1,2,2,1,7,2,3,9
202163B069621,1,1,1,1,20,4,3,9
2022131178847,2,4,2,2,65,9,3,9
2022401224421,2,2,2,2,20,4,3,9
2022451130807,1,1,1,2,48,8,1,9
2022546095322,1,1,1,2,25,5,2,9
2023440374306,1,1,1,2,19,4,3,9
2024451502295,1,1,1,1,31,6,3,9
2020040951936,1,1,3,1,57,9,3,0
2021141114360,1,1,3,1,58,9,3,0
2024430463962,1,1,3,2,58,9,3,0
2020010246260,1,1,1,1,36,7,3,3
2020991003182,1,1,1,1,59,9,3,9
2021211021886,2,1,1,2,47,8,3,9
2022070866086,1,1,1,2,26,6,3,9
2022131203464,1,2,2,2,33,6,3,9
2022401207395,1,2,2,2,20,4,3,9
2023061314705,1,2,1,2,34,6,3,9
2023461376906,1,1,1,1,29,6,3,9
2024201473389,1,1,1,1,25,5,3,9
2024552400940,2,1,2,2,70,10,3,9
2020137BA1090,2,2,1,1,37,7,3,19
2021430169666,2,1,1,1,63,9,3,19
2020010281365,1,1,3,1,51,8,2,0
2021010328403,1,1,3,2,35,6,3,0
2021361147109,1,1,3,1,67,10,3,0
2022010409220,1,1,3,1,26,6,3,0
2022501190539,1,1,3,2,20,4,2,0
2024201434242,1,2,3,1,31,6,2,0
2020450945025,2,1,1,1,35,6,3,1
2022061232037,2,1,1,1,25,5,3,1
2023052303075,2,1,1,1,41,7,3,1
2024010538281,1,1,1,-1,20,4,3,3
2020010230870,2,1,1,1,37,7,3,5
2020201004036,2,2,1,1,30,6,3,9
2020350968289,1,1,1,1,22,5,3,9
2021622101003,2,3,2,2,39,7,3,9
2022371246962,1,2,1,1,77,11,3,9
2022430067698,2,2,1,1,20,4,3,9
2023041367453,1,3,2,2,3,1,3,9
2023461337227,1,1,1,2,33,6,3,9
2023991273367,2,1,1,1,72,10,2,9
2024131453566,2,2,2,2,46,8,3,9
2024201482091,2,1,1,2,44,7,3,9
2020010286934,1,1,3,2,76,11,2,0
2021010300497,1,1,3,2,62,9,3,0
2021201098993,1,1,3,1,64,9,2,0
2023101351115,1,1,3,2,5,1,3,0
2024430465554,1,1,3,2,68,10,3,0
2024991544091,1,1,3,1,34,6,2,0
2020552000589,2,1,1,1,22,5,2,1
